"group","bhatt_HR","bhatt_LCI","bhatt_UCI","bhatt_p","esi_HR","esi_LCI","esi_UCI","esi_p"
"AFL-only-NoCOPD",1.65287059742008,0.661560708072879,4.12960016893092,0.282097911630618,2.01749979633591,0.735800497576682,5.53180575661577,0.172626047562342
"COPD-minor",3.09220764873444,2.01239487037388,4.75142740803912,2.59384396857008e-07,2.91200415815007,1.76661998889417,4.79999562463418,2.76894924836908e-05
"COPD-major",13.9296673348725,10.5929315576353,18.3174630180967,2.7774830541384e-79,11.8527584883756,9.25567435856467,15.1785681238625,1.73047800323627e-85
