"group","bhatt_est","bhatt_se","bhatt_p","esi_est","esi_se","esi_p"
"AFL-only-NoCOPD",3.66849966682784,2.77236634414177,0.185791485837583,10.1759223276664,4.20025060860525,0.0154262586085643
"COPD-minor",-0.431457141371587,1.47977401677757,0.770622519035538,-1.57847502040279,1.80590576974133,0.382107734233248
"COPD-major",1.38264349382887,0.962401743168529,0.150850207962957,1.1838237530877,0.93620803632293,0.206088350786165
