"schema","category","n_mort","n_exac","deaths","resp_deaths","all_few_events","resp_few_events","all_HR","all_LCI","all_UCI","resp_HR","resp_LCI","resp_UCI","exac_IRR","exac_LCI","exac_UCI"
"S2","AFL-only",275,255,50,2,FALSE,TRUE,0.939161868694266,0.70217377121097,1.25613495087999,1.83741164097705,0.406942689808915,8.29620883467211,1.36431795348401,1.07623102987302,1.7295203599718
"S2","COPD-minor",799,668,180,8,FALSE,TRUE,2.02360803563639,1.7037205330506,2.40355704028516,5.11687527583337,2.05204403889767,12.7591864950909,2.47303700299141,2.10957894949557,2.89911501990818
"S2","COPD-major",3807,3419,1684,594,FALSE,FALSE,2.75308313324985,2.48645084757523,3.04830748855392,40.8674607642465,22.4304673425803,74.4589635074942,4.16578781312894,3.77380782041033,4.59848220414326
"S3","AFL-only",1108,1016,262,34,FALSE,FALSE,1.14018182959802,0.981000609548346,1.32519245339106,6.80153866132234,3.43753646068935,13.4575818149098,1.80655693698335,1.58342656178186,2.06112998564962
"S3","COPD-minor",1303,1109,284,12,FALSE,FALSE,2.00574921729893,1.7304175897413,2.32488963736014,5.19378675397937,2.28433786857952,11.8088577074572,2.43724163305116,2.13800851216286,2.77835506457768
"S3","COPD-major",2974,2658,1472,562,FALSE,FALSE,3.38379416939584,3.05141780498826,3.75237470336559,52.7911345484107,28.9677655459557,96.2070713561642,4.9292888702119,4.44530590693081,5.46596550939528
"S4","AFL-only",543,501,109,4,FALSE,TRUE,0.964897006071361,0.783983341274165,1.18755869329102,1.74574061882913,0.555148855051048,5.4897173622914,1.25278442356117,1.04795620195447,1.49764733391568
"S4","COPD-minor",1341,1141,294,13,FALSE,FALSE,1.96724516456159,1.6997483006439,2.2768391861459,5.28306948428352,2.35883671709906,11.83245240056,2.36195813596572,2.07314715194617,2.6910034971794
"S4","COPD-major",3539,3173,1625,592,FALSE,FALSE,2.9416972750791,2.65661356956277,3.25737358167302,44.0751530143759,24.1947073979974,80.2910769402996,4.4915995413101,4.06829838708787,4.95894462990414
