"n","n_mort","n_exac","deaths","resp_deaths","crude_all","crude_all_lo","crude_all_hi","crude_resp","crude_resp_lo","crude_resp_hi","crude_exac","all_HR","all_LCI","all_UCI","resp_HR","resp_LCI","resp_UCI","exac_IRR","exac_LCI","exac_UCI","all_few_events","resp_few_events"
833,833,761,212,32,1.66965336773689,1.41947100940958,1.95795180569279,10.3149474901697,5.35018244956929,20.9218637379588,1.81313809725743,1.20228682760596,1.01480823992744,1.42440074780843,5.42085454215776,2.75592030910625,10.6627408166103,2.03144476642885,1.68193042476014,2.45359009998269,FALSE,FALSE
