"outcome","ESI_HR","ESI_LCI","ESI_UCI","ESI_p","FF_HR","FF_LCI","FF_UCI","FF_p","lr_chisq","lr_p","n_subj"
"all-cause",1.07264566454243,1.02558409776878,1.12186677247122,0.00218730168461109,0.935701009467561,0.853332789918506,1.02601984766368,0.157480372446219,9.27044375895639,0.0023288127305706,9238
"respiratory",0.966336839157766,0.88629261022555,1.05361014628767,0.437628854788098,0.601499028835519,0.485548847926703,0.745138379454436,3.27938693585491e-06,0.603448522624603,0.43726527525743,9238
