"stratum","group","n","mean_ESI","se_ESI","mean_LAA950","se_LAA950","pct_visual_emph","pct_wall_thick","pct_dyspnea","pct_sgrq","pct_cb","pct_meets_esi"
"Preserved spirometry","Both-noCOPD",3856,0.885853215767635,0.00541540024797478,2.01648696030691,0.0430835282432026,23.9367219917012,14.4709543568465,8.7396265560166,9.85477178423237,5.75726141078838,2.25622406639004
"Preserved spirometry","ESI-only-COPD",501,0.965389221556886,0.0285625866073047,1.23697595540519,0.114377701375522,1.19760479041916,0.598802395209581,84.4311377245509,94.0119760479042,14.9700598802395,9.78043912175649
"Preserved spirometry","CT-only-COPD",85,0.902705882352941,0.0220239163580171,1.90866699611765,0.315043051424288,100,100,36.4705882352941,58.8235294117647,28.2352941176471,0
"Preserved spirometry","Both-COPD",714,0.955679271708683,0.015786527789896,1.59802591028992,0.0942181755566654,50.5602240896359,45.3781512605042,90.6162464985994,98.4593837535014,53.2212885154062,6.58263305322129
"Airflow limitation","Both-AFL-only",193,1.16466321243523,0.0129214394931584,3.36538365336788,0.266017727641426,0,0,0,0,0,0
"Airflow limitation","ESI-only-COPD",82,2.24987804878049,0.143651303146149,4.79853730646341,0.557509059998489,0,0,0,0,0,100
"Airflow limitation","CT-only-COPD",350,1.21202857142857,0.00948672930274576,4.09216171914286,0.226315509846972,77.7142857142857,47.4285714285714,0,0,0,0
"Airflow limitation","Both-COPD",3459,3.92052616363111,0.0467329748566727,13.3272088913682,0.217504343776828,81.4397224631396,73.460537727667,68.4012720439433,76.7273778548713,30.4423243712055,83.5212489158716
