"group","n","pct_visual_emph","pct_wall_thick","pct_meets_esi","mean_ESI","mean_LAA950","mean_PRM","pct_dyspnea","pct_sgrq","pct_cb"
"Both-AFL-only",193,0,0,0,1.16466321243523,3.36538365336788,1.47573329548023,0,0,0
"ESI-only-COPD",82,0,0,100,2.24987804878049,4.79853730646341,2.53862611285714,0,0,0
"CT-only-COPD",350,77.7142857142857,47.4285714285714,0,1.21202857142857,4.09216171914286,2.27005403979933,0,0,0
"Both-COPD",3459,81.4397224631396,73.460537727667,83.5212489158716,3.92052616363111,13.3272088913682,12.4280931312541,68.4012720439433,76.7273778548713,30.4423243712055
