"schema","outcome","rr","rr_mdcopd","ratio_of_ratios","lo","hi","p_boot","B_eff"
"S1","all",2.81871987897101,3.03028834723822,0.930182067175214,0.883124087905415,0.978500924982898,0.012,1000
"S3","all",2.91728816319958,3.03028834723822,0.96270975858069,0.902731602171523,1.02622887259247,0.214,1000
"S4","all",2.95592849239707,3.03028834723822,0.975461129001498,0.92655971816684,1.02781320896393,0.35,1000
"S1","resp",34.1917440297749,38.9835324413394,0.877081728835759,0.621128248751889,1.19027335296416,0.398,1000
"S3","resp",16.8810788069819,38.9835324413394,0.433031019761581,0.2693372705204,0.625060137119099,0,1000
"S4","resp",35.068983788441,38.9835324413394,0.899584557690125,0.687417669194653,1.1508494792835,0.436,1000
"S1","exac",3.0939588314299,3.96846157550674,0.779636837238326,0.719762825751619,0.836896047255524,0,1000
"S3","exac",4.32084065201109,3.96846157550674,1.0887948817948,1.01159733682324,1.17441913182294,0.022,1000
"S4","exac",4.4460512821499,3.96846157550674,1.12034630991285,1.06064693512172,1.19752232801947,0,1000
